order_number,product_key,customer_key,customer_id,order_date,shipping_date,due_date,Sales_amount,quantity,price
SO58188,285,15220,26219,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,21,1,21
SO58188,166,15220,26219,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,9,1,9
SO58189,128,5581,16580,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,540,1,540
SO58189,285,5581,16580,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,21,1,21
SO58189,290,5581,16580,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,4,1,4
SO58189,244,5581,16580,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,35,1,35
SO58190,166,4933,15932,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,9,1,9
SO58190,159,4933,15932,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,2384,1,2384
SO58191,160,17416,28415,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,2384,1,2384
SO58191,166,17416,28415,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,9,1,9
SO58191,244,17416,28415,5/17/2013 00:00,5/24/2013 00:00,5/29/2013 00:00,35,1,35
SO58192,132,13362,24361,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,1120,1,1120
SO58192,246,13362,24361,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58192,276,13362,24361,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,54,1,54
SO58193,121,2409,13408,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2295,1,2295
SO58193,284,2409,13408,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58193,289,2409,13408,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58193,295,2409,13408,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58193,104,2409,13408,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58194,123,1272,12271,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58194,104,1272,12271,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58194,295,1272,12271,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58194,168,1272,12271,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,8,1,8
SO58195,125,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58195,174,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58195,295,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58195,104,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58195,246,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58195,166,2260,13259,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58196,122,2253,13252,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2295,1,2295
SO58196,245,2253,13252,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58197,174,6347,17346,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58197,246,6347,17346,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58198,273,16521,27520,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,70,1,70
SO58198,279,16521,27520,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58199,288,8584,19583,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58199,291,8584,19583,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58199,247,8584,19583,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,55,1,55
SO58199,280,8584,19583,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58200,288,8567,19566,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58200,291,8567,19566,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58200,246,8567,19566,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58201,288,15715,26714,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58201,291,15715,26714,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58201,259,15715,26714,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58202,282,288,11287,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,25,1,25
SO58202,289,288,11287,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58202,245,288,11287,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58203,288,16248,27247,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58203,291,16248,27247,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58203,244,16248,27247,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58204,291,16611,27610,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58204,288,16611,27610,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58204,105,16611,27610,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58205,282,15063,26062,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,25,1,25
SO58205,235,15063,26062,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58206,288,15557,26556,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58206,291,15557,26556,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58206,259,15557,26556,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58207,287,13314,24313,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,33,1,33
SO58207,290,13314,24313,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,4,1,4
SO58207,280,13314,24313,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58208,289,1431,12430,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58208,283,1431,12430,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58208,244,1431,12430,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58209,287,14901,25900,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,33,1,33
SO58209,166,14901,25900,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58210,287,14165,25164,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,33,1,33
SO58210,259,14165,25164,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58211,283,12824,23823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58211,235,12824,23823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58211,295,12824,23823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58212,283,11753,22752,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58212,259,11753,22752,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58213,283,11166,22165,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58213,259,11166,22165,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58213,281,11166,22165,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,159,1,159
SO58214,104,9777,20776,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58214,295,9777,20776,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58214,168,9777,20776,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,8,1,8
SO58215,273,16654,27653,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,70,1,70
SO58215,248,16654,27653,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,50,1,50
SO58215,279,16654,27653,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58216,274,9328,20327,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,70,1,70
SO58217,295,6612,17611,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58217,244,6612,17611,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58218,289,3504,14503,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58218,244,3504,14503,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58219,289,4871,15870,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58219,259,4871,15870,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58220,289,4275,15274,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58220,244,4275,15274,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58220,251,4275,15274,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,50,1,50
SO58220,235,4275,15274,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58221,174,6225,17224,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58221,104,6225,17224,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58221,244,6225,17224,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58222,235,11382,22381,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58222,295,11382,22381,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58223,283,12629,23628,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58223,289,12629,23628,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58223,246,12629,23628,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58224,289,12615,23614,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58224,283,12615,23614,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,30,1,30
SO58224,245,12615,23614,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58224,250,12615,23614,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,50,1,50
SO58224,235,12615,23614,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58225,290,9961,20960,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,4,1,4
SO58225,259,9961,20960,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58226,288,15840,26839,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58226,291,15840,26839,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58226,245,15840,26839,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58226,166,15840,26839,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58227,291,11684,22683,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58227,288,11684,22683,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58227,233,11684,22683,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,24,1,24
SO58228,291,2495,13494,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58228,246,2495,13494,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58229,284,2709,13708,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58229,289,2709,13708,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58230,284,824,11823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58230,289,824,11823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58230,104,824,11823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58230,295,824,11823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58230,166,824,11823,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58231,289,1955,12954,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58231,284,1955,12954,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58231,259,1955,12954,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58232,174,2440,13439,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58232,245,2440,13439,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58233,166,2147,13146,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58233,174,2147,13146,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58234,141,9406,20405,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2443,1,2443
SO58234,260,9406,20405,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,120,1,120
SO58235,136,5999,16998,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,1701,1,1701
SO58235,244,5999,16998,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58236,124,2299,13298,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58236,104,2299,13298,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58237,144,16901,27900,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,742,1,742
SO58237,246,16901,27900,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58238,142,8796,19795,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2443,1,2443
SO58238,105,8796,19795,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58238,166,8796,19795,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58238,295,8796,19795,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58239,137,8563,19562,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,1701,1,1701
SO58239,246,8563,19562,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58240,135,12121,23120,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,1701,1,1701
SO58241,120,2012,13011,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2295,1,2295
SO58241,174,2012,13011,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,22,1,22
SO58242,121,1700,12699,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2295,1,2295
SO58242,295,1700,12699,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58242,104,1700,12699,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,10,1,10
SO58242,247,1700,12699,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,55,1,55
SO58243,125,902,11901,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58243,247,902,11901,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,55,1,55
SO58244,123,1702,12701,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58244,284,1702,12701,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58245,124,1989,12988,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2320,1,2320
SO58245,289,1989,12988,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58245,284,1989,12988,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58245,259,1989,12988,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2,1,2
SO58245,260,1989,12988,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,120,1,120
SO58246,140,8773,19772,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2443,1,2443
SO58246,105,8773,19772,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,9,1,9
SO58247,164,836,11835,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,2384,1,2384
SO58247,288,836,11835,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,29,1,29
SO58247,291,836,11835,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,5,1,5
SO58247,245,836,11835,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,35,1,35
SO58248,129,14289,25288,5/18/2013 00:00,5/25/2013 00:00,5/30/2013 00:00,540,1,540
SO58249,133,13924,24923,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1120,1,1120
SO58249,295,13924,24923,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58249,105,13924,24923,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58249,234,13924,24923,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,24,1,24
SO58250,120,3717,14716,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2295,1,2295
SO58251,125,1301,12300,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2320,1,2320
SO58252,105,277,11276,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58252,295,277,11276,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58253,247,2126,13125,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,55,1,55
SO58253,249,2126,13125,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,50,1,50
SO58254,135,6647,17646,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1701,1,1701
SO58254,248,6647,17646,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,50,1,50
SO58255,278,692,11691,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,54,1,54
SO58256,290,7760,18759,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,4,1,4
SO58256,285,7760,18759,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,21,1,21
SO58256,249,7760,18759,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,50,1,50
SO58257,288,16631,27630,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,29,1,29
SO58257,166,16631,27630,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58257,291,16631,27630,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58258,282,15053,26052,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,25,1,25
SO58259,285,16411,27410,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,21,1,21
SO58259,259,16411,27410,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58260,282,15542,26541,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,25,1,25
SO58261,104,4869,15868,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,10,1,10
SO58261,295,4869,15868,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58261,235,4869,15868,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,24,1,24
SO58261,244,4869,15868,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,35,1,35
SO58262,104,10450,21449,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,10,1,10
SO58262,295,10450,21449,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58263,274,8860,19859,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,70,1,70
SO58264,295,3080,14079,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58264,292,3080,14079,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,64,1,64
SO58264,104,3080,14079,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,10,1,10
SO58265,272,7774,18773,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,70,1,70
SO58265,280,7774,18773,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58266,295,13730,24729,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58266,276,13730,24729,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,54,1,54
SO58267,289,4505,15504,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58267,245,4505,15504,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,35,1,35
SO58268,289,3563,14562,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58268,259,3563,14562,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58269,273,5594,16593,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,70,1,70
SO58269,234,5594,16593,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,24,1,24
SO58270,285,13879,24878,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,21,1,21
SO58270,259,13879,24878,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58271,295,8466,19465,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58272,290,13549,24548,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,4,1,4
SO58272,245,13549,24548,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,35,1,35
SO58273,291,6777,17776,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58273,259,6777,17776,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58274,143,5491,16490,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2443,1,2443
SO58274,245,5491,16490,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,35,1,35
SO58275,135,5998,16997,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1701,1,1701
SO58275,166,5998,16997,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58275,278,5998,16997,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,54,1,54
SO58276,109,8413,19412,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58276,104,8413,19412,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,10,1,10
SO58276,292,8413,19412,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,64,1,64
SO58276,295,8413,19412,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58277,166,1381,12380,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58277,154,1381,12380,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1215,1,1215
SO58278,125,2077,13076,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2320,1,2320
SO58278,247,2077,13076,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,55,1,55
SO58278,277,2077,13076,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,54,1,54
SO58279,123,2083,13082,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2320,1,2320
SO58279,247,2083,13082,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,55,1,55
SO58279,168,2083,13082,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,8,1,8
SO58280,161,13353,24352,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2384,1,2384
SO58280,280,13353,24352,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58281,129,11132,22131,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58281,285,11132,22131,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,21,1,21
SO58282,129,10401,21400,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58282,295,10401,21400,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58282,105,10401,21400,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58282,294,10401,21400,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,64,1,64
SO58283,126,11134,22133,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58283,295,11134,22133,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,5,1,5
SO58283,105,11134,22133,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,9,1,9
SO58283,259,11134,22133,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58284,128,10590,21589,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58285,132,7856,18855,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1120,1,1120
SO58285,246,7856,18855,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,35,1,35
SO58286,130,12984,23983,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,1120,1,1120
SO58286,286,12984,23983,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,25,1,25
SO58286,249,12984,23983,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,50,1,50
SO58287,126,15825,26824,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,540,1,540
SO58287,290,15825,26824,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,4,1,4
SO58287,285,15825,26824,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,21,1,21
SO58287,259,15825,26824,5/19/2013 00:00,5/26/2013 00:00,5/31/2013 00:00,2,1,2
SO58288,121,1493,12492,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,2295,1,2295
SO58288,104,1493,12492,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,10,1,10
SO58288,244,1493,12492,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,35,1,35
SO58289,286,5186,16185,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,25,1,25
SO58290,283,4813,15812,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,30,1,30
SO58290,289,4813,15812,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,5,1,5
SO58290,246,4813,15812,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,35,1,35
SO58290,279,4813,15812,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,9,1,9
SO58291,283,5627,16626,5/20/2013 00:00,5/27/2013 00:00,6/1/2013 00:00,30,1,30
